ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
4288,Craiova,Targu Mures,348,1367,Rain,840.9406443107961,7,29,377
4289,Constanta,Pitesti,345,217,Fog,161.6409001941188,970,40,330
4290,Satu Mare,Resita,411,769,Clear,883.391864740497,428,35,415
4291,Alba Iulia,Galati,483,1252,Clear,394.2592926844175,907,23,461
4292,Baia Mare,Oradea,184,52,Snow,106.52902816418542,65,29,201
4293,Focsani,Slatina,383,914,Rain,150.3831468226563,671,30,369
4294,Braila,Bacau,197,594,Rain,782.6456338775549,372,35,225
4295,Bucuresti,Constanta,229,569,Snow,868.7196942205678,275,2,280
4296,Braila,Timisoara,705,65,Rain,540.9353637340587,508,11,681
4297,Iasi,Suceava,145,827,Fog,21.882926472716058,447,36,163
4298,Pitesti,Targu Mures,274,83,Rain,238.0752356030089,921,6,277
4299,Galati,Hunedoara,532,1128,Rain,168.04906234247252,561,19,522
4300,Vaslui,Cluj-Napoca,427,52,Rain,997.6486630505156,965,20,430
4301,Targoviste,Suceava,470,1427,Rain,468.440171226819,774,36,456
4302,Drobeta-Turnu Severin,Oradea,375,297,Snow,827.736647274697,411,7,404
4303,Barlad,Targoviste,302,24,Fog,775.1459614117135,415,34,324
4304,Baia Mare,Braila,584,1207,Fog,44.27495617127286,414,24,573
4305,Sibiu,Ploiesti,249,1410,Rain,534.101650041537,480,17,275
4306,Satu Mare,Focsani,591,1086,Clear,878.7546447948647,435,22,587
4307,Cluj-Napoca,Braila,514,1314,Rain,343.03521459645657,408,34,501
4308,Alba Iulia,Suceava,389,587,Fog,112.38008235677144,78,21,400
4309,Roman,Satu Mare,430,1239,Snow,64.86588190543175,938,38,408
4310,Cluj-Napoca,Targoviste,397,522,Rain,657.9820277246235,776,13,407
4311,Timisoara,Oradea,171,72,Clear,575.1854158994847,954,11,186
4312,Ramnicu Valcea,Timisoara,369,467,Rain,0.6985493850996116,568,32,352
4313,Baia Mare,Hunedoara,312,778,Fog,912.2280887102409,62,36,350
4314,Hunedoara,Craiova,239,772,Clear,486.7615146381414,841,39,239
4315,Cluj-Napoca,Satu Mare,176,427,Fog,848.2967430653863,584,5,226
4316,Roman,Timisoara,579,33,Fog,490.6898937305763,632,1,579
4317,Pitesti,Iasi,526,129,Fog,960.1292216134636,337,28,538
4318,Vaslui,Resita,669,1006,Clear,387.61423231123035,402,20,645
4319,Baia Mare,Alba Iulia,238,431,Clear,660.2893343956158,214,40,255
4320,Tulcea,Alba Iulia,655,505,Rain,660.7416613495336,410,23,636
4321,Ploiesti,Deva,379,1240,Rain,689.2540233395636,332,23,401
4322,Resita,Bucuresti,505,702,Clear,770.1754400138753,973,25,488
4323,Tulcea,Timisoara,849,7,Rain,10.36513494152791,738,9,788
4324,Bacau,Oradea,505,908,Rain,675.7980210856408,64,20,517
4325,Cluj-Napoca,Oradea,159,1426,Rain,841.046753191312,274,40,199
4326,Galati,Slatina,418,876,Fog,787.3206534081017,445,8,450
4327,Botosani,Focsani,265,1105,Rain,993.2188920464522,45,20,306
4328,Drobeta-Turnu Severin,Braila,561,413,Rain,340.27360290227006,359,14,551
4329,Arad,Slatina,426,1140,Snow,943.6163811176621,429,5,458
4330,Bacau,Iasi,128,1123,Rain,172.19321780441555,136,15,164
4331,Targu Mures,Timisoara,346,667,Clear,149.2401528644003,3,31,345
4332,Buzau,Targu Mures,367,549,Clear,66.86927348749272,223,12,362
4333,Tulcea,Targu Mures,510,1263,Fog,325.0770962883631,961,10,506
4334,Hunedoara,Targoviste,349,48,Rain,152.74386825193875,527,4,350
4335,Barlad,Slatina,469,691,Clear,838.7216388408374,784,36,460
4336,Buzau,Focsani,86,1288,Snow,768.8344497501545,329,4,151
4337,Alba Iulia,Timisoara,220,727,Rain,327.5621383277707,283,33,236
4338,Pitesti,Craiova,126,1218,Fog,183.32121945882662,781,4,167
4339,Focsani,Brasov,178,982,Rain,487.80531356875,75,33,206
4340,Focsani,Brasov,178,581,Clear,277.59244339068624,284,5,204
4341,Barlad,Roman,111,311,Clear,533.6607244185332,334,20,145
4342,Iasi,Constanta,416,745,Rain,416.98179667781335,334,23,417
4343,Focsani,Drobeta-Turnu Severin,547,849,Fog,508.99018455275615,45,30,552
4344,Pitesti,Ploiesti,128,664,Rain,90.4305897827441,338,21,151
4345,Ramnicu Valcea,Vaslui,521,1189,Fog,556.4913109693141,396,29,526
4346,Timisoara,Bacau,588,441,Rain,948.722091477313,997,11,580
4347,Resita,Baia Mare,460,1412,Snow,76.19283661576593,272,6,468
4348,Tulcea,Brasov,468,623,Rain,690.0284848291219,603,32,468
4349,Braila,Arad,738,946,Fog,887.0995205964496,814,24,722
4350,Baia Mare,Satu Mare,59,968,Rain,968.6599836211643,112,6,130
4351,Deva,Slatina,317,406,Fog,382.00132581189894,55,18,338
4352,Sibiu,Galati,403,243,Fog,790.8215298466273,766,40,405
4353,Targu Mures,Arad,380,773,Fog,820.3497661985135,825,11,407
4354,Oradea,Barlad,581,1064,Snow,991.8318531832963,594,14,592
4355,Timisoara,Satu Mare,309,976,Clear,873.0660760753742,301,28,332
4356,Hunedoara,Oradea,208,44,Rain,432.7860361678455,384,35,219
4357,Ramnicu Valcea,Constanta,404,909,Rain,592.3049244126449,171,3,430
4358,Roman,Buzau,236,370,Fog,448.91485315060663,477,27,263
4359,Timisoara,Brasov,413,1172,Rain,799.1476078101241,108,25,434
4360,Buzau,Resita,622,392,Fog,837.105403408044,192,37,620
4361,Barlad,Targu Mures,335,109,Snow,458.527871510526,882,27,335
4362,Alba Iulia,Galati,483,91,Fog,975.9950009075872,321,33,493
4363,Craiova,Satu Mare,575,601,Rain,270.4660914001492,752,3,561
4364,Focsani,Craiova,438,158,Clear,636.5892950842034,276,4,447
4365,Alba Iulia,Pitesti,234,515,Rain,593.4957409384598,509,6,263
4366,Vaslui,Timisoara,661,789,Rain,681.9081638288038,510,1,657
4367,Slatina,Roman,533,1431,Clear,559.2329448293485,373,24,527
4368,Drobeta-Turnu Severin,Tulcea,657,6,Clear,123.94007229746006,714,2,622
4369,Focsani,Barlad,85,353,Clear,582.5802298996629,969,34,100
4370,Baia Mare,Deva,313,619,Fog,418.770655892782,132,34,336
4371,Ploiesti,Bucuresti,78,1056,Snow,655.4782086320818,220,21,131
4372,Buzau,Braila,103,510,Clear,935.3448754395193,749,22,139
4373,Pitesti,Vaslui,462,686,Clear,370.7445459195058,431,10,460
4374,Ploiesti,Focsani,176,244,Clear,981.9756524763354,568,37,199
4375,Barlad,Ploiesti,260,445,Rain,387.23670506942165,244,16,280
4376,Botosani,Focsani,265,308,Rain,203.39660100683042,989,10,267
4377,Cluj-Napoca,Targoviste,397,106,Snow,416.99889086205735,952,31,386
4378,Timisoara,Barlad,649,1046,Snow,279.0596851384878,180,10,644
4379,Constanta,Hunedoara,622,1411,Rain,2.1123703006388217,743,30,587
4380,Arad,Oradea,116,731,Clear,4.456064704710938,760,33,118
4381,Suceava,Craiova,693,897,Snow,671.222718084408,728,8,683
4382,Oradea,Targoviste,540,1020,Rain,212.8431533135562,360,29,525
4383,Targoviste,Craiova,188,848,Fog,679.5743942751994,63,12,246
4384,Arad,Brasov,447,624,Snow,628.2850339850138,42,35,459
4385,Constanta,Timisoara,779,1401,Fog,65.10427973153354,40,18,757
4386,Tulcea,Ramnicu Valcea,491,170,Snow,605.642472394324,498,1,504
4387,Pitesti,Ramnicu Valcea,61,528,Rain,491.370172334034,722,32,87
4388,Timisoara,Constanta,779,573,Snow,862.1520150103769,140,10,772
4389,Ramnicu Valcea,Satu Mare,447,24,Fog,328.2866941748118,741,38,434
4390,Resita,Roman,587,1201,Snow,894.4934175988034,78,39,591
4391,Satu Mare,Timisoara,309,1101,Fog,686.348584082158,345,28,341
4392,Vaslui,Deva,522,1392,Fog,686.0034743921175,618,11,535
4393,Hunedoara,Sibiu,121,312,Clear,92.49456627503704,101,1,152
4394,Ploiesti,Pitesti,128,907,Fog,228.65946905830847,884,1,166
4395,Bucuresti,Targoviste,81,772,Fog,688.1763640159334,589,27,126
4396,Suceava,Ramnicu Valcea,635,3,Rain,932.1521873313181,465,4,633
4397,Galati,Focsani,86,363,Rain,165.07277158723,93,35,110
4398,Tulcea,Timisoara,849,1143,Clear,40.454052575187305,327,20,797
4399,Arad,Drobeta-Turnu Severin,262,1096,Fog,38.12670606348823,937,5,278
4400,Roman,Craiova,589,265,Rain,310.49094324482786,867,5,567
4401,Satu Mare,Suceava,352,130,Rain,917.5153049793424,799,12,370
4402,Vaslui,Targu Mures,319,377,Snow,773.0048216553059,84,3,360
4403,Pitesti,Hunedoara,283,271,Clear,604.8491179109358,653,5,300
4404,Bucuresti,Slatina,180,476,Rain,468.6938204023827,101,25,207
4405,Targoviste,Suceava,470,554,Snow,590.4555939391178,231,5,484
4406,Vaslui,Alba Iulia,447,228,Snow,778.1461262113186,98,9,474
4407,Deva,Slatina,317,1354,Rain,276.2109358534155,667,24,323
4408,Hunedoara,Brasov,273,538,Snow,891.2499428861236,602,18,303
4409,Oradea,Resita,271,537,Rain,924.4416317019203,648,20,296
4410,Braila,Oradea,657,1220,Snow,561.0623450616221,355,23,649
4411,Resita,Satu Mare,411,1422,Snow,973.6837706814481,894,24,428
4412,Satu Mare,Botosani,395,266,Fog,423.2156264164274,236,20,409
4413,Craiova,Targoviste,188,251,Clear,234.7272988658522,919,13,193
4414,Cluj-Napoca,Targoviste,397,571,Rain,818.2121479741631,500,17,409
4415,Botosani,Buzau,351,1273,Fog,914.5278541488567,211,26,390
4416,Constanta,Oradea,818,828,Snow,170.90565945208425,936,11,775
4417,Buzau,Craiova,353,699,Clear,713.3182282502087,305,11,373
4418,Cluj-Napoca,Barlad,438,844,Clear,279.4942716069815,978,19,416
4419,Slatina,Ramnicu Valcea,88,1312,Rain,309.62728894183044,389,12,130
4420,Iasi,Focsani,205,19,Clear,73.4873570351564,188,34,210
4421,Bucuresti,Barlad,289,1233,Rain,734.6366350016582,97,24,324
4422,Slatina,Drobeta-Turnu Severin,162,902,Snow,789.6235796191565,963,40,185
4423,Baia Mare,Roman,371,1112,Rain,105.94828926112265,477,36,360
4424,Drobeta-Turnu Severin,Buzau,461,913,Clear,959.2001511283693,308,5,481
4425,Botosani,Bacau,157,1039,Fog,557.601781707989,436,3,214
4426,Hunedoara,Sibiu,121,1257,Fog,883.7201505104612,154,39,174
4427,Resita,Constanta,731,1065,Rain,764.7707786386881,555,25,709
4428,Constanta,Buzau,232,1059,Clear,206.5679860234506,403,40,235
4429,Pitesti,Sibiu,155,1191,Clear,57.221621164309624,677,6,174
4430,Deva,Constanta,623,948,Rain,398.4251042238255,640,5,608
4431,Alba Iulia,Targu Mures,132,1431,Rain,853.9343281886548,641,25,173
4432,Roman,Bacau,42,296,Snow,467.8931457912783,335,12,92
4433,Hunedoara,Targoviste,349,1216,Clear,444.12494164327944,189,31,358
4434,Tulcea,Ploiesti,365,739,Rain,536.109475541222,947,20,365
4435,Bucuresti,Oradea,589,752,Snow,146.61811265955626,14,12,583
4436,Ramnicu Valcea,Botosani,645,178,Rain,713.7843614260667,869,8,627
4437,Botosani,Oradea,496,217,Rain,914.5009204668768,974,39,481
4438,Botosani,Baia Mare,336,346,Fog,540.6324799462017,705,5,361
4439,Sibiu,Tulcea,580,239,Clear,804.437184583803,615,10,575
4440,Ploiesti,Cluj-Napoca,386,1330,Snow,669.2152562194092,94,21,411
4441,Resita,Arad,159,1224,Rain,976.9595137506471,331,6,213
4442,Bacau,Vaslui,83,996,Fog,132.67904915253658,748,8,123
4443,Ploiesti,Ramnicu Valcea,186,221,Fog,804.9907089235331,609,1,234
4444,Vaslui,Deva,522,798,Clear,596.7688829739964,980,6,512
4445,Buzau,Focsani,86,314,Rain,58.12586935363584,266,10,116
4446,Roman,Buzau,236,864,Fog,500.1341359616159,995,6,262
4447,Focsani,Resita,594,1295,Rain,237.34503953527596,828,2,580
4448,Satu Mare,Alba Iulia,273,218,Fog,315.47517332005214,509,27,290
4449,Baia Mare,Pitesti,468,281,Clear,698.6682915085012,705,6,468
4450,Bacau,Hunedoara,456,423,Snow,714.8266566390223,608,32,456
4451,Baia Mare,Satu Mare,59,746,Clear,995.9053877732706,613,16,107
4452,Focsani,Drobeta-Turnu Severin,547,1035,Clear,241.24619664170666,587,33,520
4453,Ploiesti,Botosani,441,918,Snow,393.7893225211173,547,9,447
4454,Pitesti,Arad,456,994,Snow,181.9905944211899,32,12,465
4455,Braila,Drobeta-Turnu Severin,561,411,Fog,908.2881223068051,134,31,569
4456,Barlad,Constanta,309,1294,Rain,499.7131450692096,833,16,322
4457,Botosani,Satu Mare,395,1012,Clear,138.2243512132092,633,6,392
4458,Vaslui,Craiova,578,1376,Clear,628.9907709371264,235,35,562
4459,Alba Iulia,Ramnicu Valcea,180,1015,Snow,155.32691594349924,54,5,220
4460,Resita,Bacau,604,292,Snow,196.22043002340607,431,19,582
4461,Buzau,Roman,236,635,Fog,107.09828874543592,317,12,262
4462,Buzau,Targoviste,130,777,Clear,669.8839179768873,293,36,158
4463,Constanta,Bacau,391,978,Rain,858.7410918707051,356,1,422
4464,Drobeta-Turnu Severin,Bucuresti,343,341,Clear,390.5002603058785,803,31,334
4465,Hunedoara,Braila,563,1072,Fog,673.0233752479222,604,2,575
4466,Roman,Baia Mare,371,451,Snow,43.31540423348945,26,16,380
4467,Deva,Cluj-Napoca,177,873,Rain,94.11530907808796,611,19,189
4468,Pitesti,Tulcea,432,1142,Fog,373.4177871743093,872,24,433
4469,Targu Mures,Cluj-Napoca,112,362,Clear,17.690881527943404,223,21,130
4470,Braila,Sibiu,434,128,Snow,90.52167494247543,795,7,424
4471,Timisoara,Ramnicu Valcea,369,899,Rain,569.637973246301,591,23,378
4472,Bucuresti,Craiova,234,932,Fog,838.6773088815166,624,15,278
4473,Targu Mures,Targoviste,280,1068,Snow,857.033133236087,918,39,295
4474,Hunedoara,Timisoara,168,1170,Clear,592.7936159962974,106,37,199
4475,Constanta,Bacau,391,619,Snow,867.5391122658857,115,34,413
4476,Baia Mare,Resita,460,574,Clear,981.3090308349067,829,18,463
4477,Drobeta-Turnu Severin,Targoviste,297,279,Clear,158.09937088596948,158,26,297
4478,Slatina,Brasov,210,150,Snow,171.5100275904765,321,34,218
4479,Roman,Ramnicu Valcea,531,847,Snow,100.45036570277921,277,33,510
4480,Satu Mare,Buzau,637,995,Rain,5.415004591893702,136,12,617
4481,Targu Mures,Buzau,367,899,Snow,794.6092320221654,658,28,385
4482,Focsani,Tulcea,187,177,Clear,261.58306036419276,208,24,201
4483,Pitesti,Buzau,237,582,Rain,1.4385676455030971,157,15,252
4484,Bacau,Hunedoara,456,532,Clear,461.7825383652291,407,22,446
4485,Botosani,Cluj-Napoca,343,1169,Rain,383.0313027068685,462,32,347
4486,Slatina,Deva,317,228,Clear,989.3152899317687,480,5,343
4487,Pitesti,Arad,456,1164,Rain,494.37457349242374,983,2,455
4488,Baia Mare,Braila,584,529,Rain,353.66474924447465,673,34,555
4489,Botosani,Bacau,157,164,Snow,593.3485562792358,544,4,198
4490,Timisoara,Vaslui,661,1183,Rain,0.4915535331601051,682,25,623
4491,Roman,Targoviste,368,1208,Fog,690.9755460232024,123,10,408
4492,Pitesti,Baia Mare,468,642,Snow,46.28411616109207,409,28,454
4493,Ploiesti,Ramnicu Valcea,186,1151,Fog,936.1817285969396,224,15,246
4494,Deva,Sibiu,122,1317,Rain,226.82631101244831,619,35,140
4495,Deva,Buzau,460,463,Fog,336.82598277526944,164,39,459
4496,Satu Mare,Resita,411,1312,Rain,164.13132760428795,268,13,421
4497,Ploiesti,Drobeta-Turnu Severin,353,545,Clear,923.0020674303693,32,26,375
4498,Botosani,Arad,679,1161,Snow,610.2275304581373,340,38,663
4499,Slatina,Bucuresti,180,79,Fog,279.84372599863906,176,26,210
4500,Targu Mures,Constanta,571,1325,Snow,180.27069903221638,696,13,557
4501,Botosani,Drobeta-Turnu Severin,812,160,Snow,412.02138221218496,742,10,775
4502,Deva,Oradea,192,1386,Rain,71.89176613447069,235,10,222
4503,Iasi,Targoviste,420,508,Clear,621.5174618293937,658,13,420
4504,Oradea,Ramnicu Valcea,420,897,Fog,141.10109898114652,100,39,422
4505,Resita,Alba Iulia,226,266,Snow,183.31149496799438,483,17,246
4506,Pitesti,Barlad,406,1405,Snow,785.8556376136792,803,14,421
4507,Satu Mare,Targu Mures,281,860,Clear,114.18358516801818,769,30,270
4508,Hunedoara,Timisoara,168,914,Rain,385.6500473686828,715,33,181
4509,Barlad,Suceava,216,469,Clear,842.669313284947,292,36,238
4510,Iasi,Sibiu,415,126,Fog,475.4239369462485,412,2,436
4511,Suceava,Brasov,338,829,Rain,903.9276007017428,607,31,353
4512,Iasi,Cluj-Napoca,422,106,Clear,516.2880936724681,9,35,420
4513,Iasi,Botosani,109,1410,Snow,901.0990594721509,570,11,168
4514,Alba Iulia,Ploiesti,329,1065,Fog,595.7631479488856,810,34,344
4515,Craiova,Botosani,704,359,Fog,666.6007588111828,554,9,694
4516,Timisoara,Pitesti,423,13,Rain,886.9677911517779,81,14,447
4517,Buzau,Drobeta-Turnu Severin,461,298,Rain,909.7829201468782,240,15,473
4518,Galati,Alba Iulia,483,137,Snow,69.45414825773899,282,5,483
4519,Slatina,Bacau,489,682,Fog,730.9433470183448,869,29,488
4520,Ramnicu Valcea,Iasi,585,109,Clear,334.3069357419628,46,11,570
4521,Bucuresti,Alba Iulia,347,113,Rain,179.6724564955473,937,11,341
4522,Cluj-Napoca,Sibiu,176,1021,Rain,657.0638297681589,935,7,208
4523,Buzau,Bacau,193,217,Fog,606.198210596551,963,40,212
4524,Targoviste,Pitesti,72,1371,Rain,271.27208557894534,658,27,100
4525,Alba Iulia,Targoviste,300,1250,Rain,264.41917085891345,633,32,306
4526,Timisoara,Iasi,657,579,Snow,658.9970039147793,690,25,639
4527,Resita,Roman,587,36,Snow,598.7837914016109,242,17,581
4528,Brasov,Resita,420,830,Rain,769.3602751349881,834,39,418
4529,Arad,Roman,613,1139,Snow,702.695519899631,215,22,614
4530,Ploiesti,Bucuresti,78,501,Fog,122.50493291361475,421,10,121
4531,Braila,Ploiesti,194,1050,Rain,548.2918672051666,556,2,229
4532,Pitesti,Alba Iulia,234,595,Snow,227.52596154264737,236,5,264
4533,Craiova,Suceava,693,731,Snow,678.3679034439483,531,5,690
4534,Ploiesti,Bucuresti,78,308,Snow,674.1804919946172,722,35,111
4535,Ploiesti,Drobeta-Turnu Severin,353,481,Rain,870.230060595667,730,28,364
4536,Botosani,Ramnicu Valcea,645,770,Clear,330.87369788234275,668,11,616
4537,Bacau,Focsani,106,683,Clear,555.4430077024618,25,20,147
4538,Craiova,Buzau,353,563,Clear,242.34354701013018,558,18,349
4539,Bacau,Ramnicu Valcea,487,879,Clear,115.34722948215692,842,20,461
4540,Targu Mures,Bacau,260,486,Rain,196.48721025850813,761,19,264
4541,Slatina,Alba Iulia,263,648,Snow,165.98462829313365,749,5,277
4542,Drobeta-Turnu Severin,Ploiesti,353,689,Fog,831.2350742213123,418,1,392
4543,Constanta,Galati,195,784,Rain,742.2998187607071,131,24,234
4544,Timisoara,Alba Iulia,220,602,Rain,957.7065328637744,688,35,244
4545,Pitesti,Iasi,526,1203,Snow,629.5897741316144,800,16,524
4546,Iasi,Ploiesti,376,350,Clear,944.5385635501009,493,22,388
4547,Alba Iulia,Bacau,382,1021,Snow,379.97661816277196,276,28,396
4548,Buzau,Brasov,194,1090,Snow,813.9752994981072,46,19,246
4549,Deva,Tulcea,710,1378,Rain,503.08792871666884,789,22,680
4550,Hunedoara,Deva,16,291,Clear,423.6077385666299,406,36,44
4551,Barlad,Targoviste,302,499,Fog,776.2105353888263,902,36,317
4552,Braila,Focsani,90,623,Snow,252.80239439061768,329,40,113
4553,Alba Iulia,Braila,514,1435,Fog,293.7340003235594,525,16,519
4554,Botosani,Brasov,349,98,Clear,325.6916256162643,277,34,345
4555,Baia Mare,Constanta,766,1382,Rain,864.1181750719717,136,5,766
4556,Tulcea,Oradea,900,1340,Rain,317.6379863573283,396,11,863
4557,Vaslui,Bucuresti,344,999,Snow,491.89167070778683,540,12,367
4558,Oradea,Roman,488,319,Clear,970.7185979111939,538,21,490
4559,Oradea,Arad,116,80,Clear,485.0505348317411,310,26,139
4560,Ploiesti,Focsani,176,1268,Rain,771.7683559464537,110,13,227
4561,Constanta,Satu Mare,843,374,Fog,367.0176540944835,460,14,809
4562,Bucuresti,Baia Mare,581,972,Snow,909.809737747926,600,8,592
4563,Hunedoara,Ramnicu Valcea,229,882,Rain,599.7916042125657,907,22,244
4564,Alba Iulia,Bucuresti,347,967,Clear,374.96033499019234,565,24,346
4565,Brasov,Tulcea,468,115,Clear,244.7339966324532,931,37,430
4566,Tulcea,Galati,93,847,Clear,674.183452333571,168,12,139
4567,Timisoara,Resita,98,1230,Fog,378.2594350781513,195,2,160
4568,Drobeta-Turnu Severin,Arad,262,636,Fog,111.97424492662222,808,29,268
4569,Ploiesti,Focsani,176,216,Rain,850.8069613591057,302,13,215
4570,Slatina,Deva,317,1022,Fog,129.35492648485592,666,36,319
4571,Oradea,Bacau,505,879,Clear,67.1068000399021,524,25,478
4572,Roman,Constanta,434,1139,Rain,854.0583693259892,611,40,434
4573,Buzau,Ploiesti,91,737,Fog,78.59209033481196,310,9,140
4574,Botosani,Sibiu,410,1353,Rain,929.3548588444819,44,23,440
4575,Slatina,Focsani,383,1073,Fog,213.13301879882584,977,34,372
4576,Ploiesti,Hunedoara,378,1138,Snow,949.1673244683808,143,4,422
4577,Botosani,Tulcea,420,874,Fog,796.0361695254162,751,2,445
4578,Sibiu,Suceava,384,335,Clear,604.3803196157849,489,4,398
4579,Alba Iulia,Constanta,573,31,Clear,63.49286264759824,679,14,537
4580,Alba Iulia,Bacau,382,936,Rain,403.0678999689885,910,38,375
4581,Arad,Bacau,622,38,Snow,95.73912707783106,108,7,609
4582,Targu Mures,Ramnicu Valcea,220,532,Rain,21.109973847542207,729,3,233
4583,Deva,Satu Mare,347,37,Rain,738.8978650867571,911,18,354
4584,Targu Mures,Resita,353,468,Clear,524.9782705701987,922,21,345
4585,Roman,Braila,240,1436,Snow,48.71743298344888,367,35,254
4586,Tulcea,Focsani,187,1170,Clear,241.66046807874963,546,18,203
4587,Constanta,Sibiu,495,670,Rain,774.1305459603261,281,7,508
4588,Pitesti,Satu Mare,501,1139,Fog,665.6174204686852,245,8,523
4589,Constanta,Slatina,406,1109,Fog,878.6964766588305,796,28,421
4590,Hunedoara,Craiova,239,1211,Snow,640.7108207392982,203,40,269
4591,Ploiesti,Drobeta-Turnu Severin,353,1167,Fog,605.4834569739729,896,5,379
4592,Slatina,Drobeta-Turnu Severin,162,1425,Snow,83.54604600933158,217,37,184
4593,Ramnicu Valcea,Ploiesti,186,111,Fog,731.9015866259682,383,18,227
4594,Focsani,Barlad,85,87,Fog,131.40854410799352,241,18,122
4595,Alba Iulia,Brasov,224,1283,Fog,587.2474102464943,791,16,261
4596,Pitesti,Alba Iulia,234,304,Fog,871.9588164757,230,4,288
4597,Galati,Brasov,267,767,Fog,198.90139713473454,387,29,287
4598,Targu Mures,Vaslui,319,1046,Snow,871.1051893503858,184,23,354
4599,Cluj-Napoca,Oradea,159,89,Snow,168.76010193351888,877,8,178
4600,Cluj-Napoca,Drobeta-Turnu Severin,374,1205,Fog,327.9972862548759,646,2,392
4601,Bucuresti,Ploiesti,78,1151,Clear,150.6762342834279,541,39,94
4602,Craiova,Roman,589,98,Fog,151.46835561868932,446,16,573
4603,Craiova,Buzau,353,500,Clear,688.9406555526969,723,39,348
4604,Iasi,Braila,241,137,Snow,441.35787599304996,616,3,264
4605,Galati,Baia Mare,580,1428,Clear,106.64969522715573,484,39,544
4606,Brasov,Sibiu,144,611,Fog,837.4427731747599,172,31,195
4607,Targu Mures,Drobeta-Turnu Severin,403,278,Rain,726.7601007872867,922,2,411
4608,Targu Mures,Alba Iulia,132,1422,Clear,82.69474725153303,506,11,156
4609,Iasi,Barlad,118,796,Snow,69.34380973190002,192,39,145
4610,Vaslui,Drobeta-Turnu Severin,687,476,Snow,251.01857613052226,792,37,642
